month,policy,pollutant,influence,baseline_month_influence,change_value,threshold_change_value,change_pct,reached_threshold,policy_effective
2016-05,《北京市2012—2020年大气污染治理措施》,CO,7.311126,9.278868,-1.967742,-0.463943,-21.206698,是,是
2016-06,《北京市2012—2020年大气污染治理措施》,CO,7.913761,8.813761,-0.899999,-0.440688,-10.211299,是,是
2016-07,《北京市2012—2020年大气污染治理措施》,CO,9.843972,9.650423,0.193548,-0.482521,2.005596,否,否
2016-08,《北京市2012—2020年大气污染治理措施》,CO,8.460685,9.202621,-0.741936,-0.460131,-8.062220,是,否
2016-09,《北京市2012—2020年大气污染治理措施》,CO,8.143111,11.143111,-3.000000,-0.557156,-26.922465,是,是
2016-10,《北京市2012—2020年大气污染治理措施》,CO,10.384747,12.255715,-1.870968,-0.612786,-15.266084,是,是
2016-11,《北京市2012—2020年大气污染治理措施》,CO,13.973741,11.873741,2.100000,-0.593687,17.686085,否,否
2016-12,《北京市2012—2020年大气污染治理措施》,CO,21.796472,12.369053,9.427419,-0.618453,76.217794,否,否
2017-01,《北京市2012—2020年大气污染治理措施》,CO,15.297798,21.394572,-6.096774,-1.069729,-28.496825,是,否
2017-02,《北京市2012—2020年大气污染治理措施》,CO,8.812146,24.605003,-15.792857,-1.230250,-64.185551,是,是
2017-03,《北京市2012—2020年大气污染治理措施》,CO,6.953406,19.792115,-12.838709,-0.989606,-64.867797,是,是
2017-04,《北京市2012—2020年大气污染治理措施》,CO,7.551365,14.733217,-7.181852,-0.736661,-48.745985,是,是
2017-05,《北京市2012—2020年大气污染治理措施》,CO,7.794997,9.278868,-1.483870,-0.463943,-15.991934,是,是
2017-06,《北京市2012—2020年大气污染治理措施》,CO,8.047094,8.813761,-0.766666,-0.440688,-8.698515,是,是
2017-07,《北京市2012—2020年大气污染治理措施》,CO,7.940746,9.650423,-1.709677,-0.482521,-17.716088,是,是
2017-08,《北京市2012—2020年大气污染治理措施》,CO,8.299395,9.202621,-0.903226,-0.460131,-9.814876,是,是
2017-09,《北京市2012—2020年大气污染治理措施》,CO,8.195492,11.143111,-2.947619,-0.557156,-26.452389,是,是
2017-10,《北京市2012—2020年大气污染治理措施》,CO,8.062167,12.255715,-4.193549,-0.612786,-34.217085,是,是
2017-11,《北京市2012—2020年大气污染治理措施》,CO,5.107075,11.873741,-6.766667,-0.593687,-56.988495,是,是
2017-12,《北京市2012—2020年大气污染治理措施》,CO,4.764214,12.369053,-7.604839,-0.618453,-61.482788,是,是
2018-01,《北京市2012—2020年大气污染治理措施》,CO,3.942959,21.394572,-17.451613,-1.069729,-81.570282,是,是
2018-02,《北京市2012—2020年大气污染治理措施》,CO,5.955004,24.605003,-18.650000,-1.230250,-75.797591,是,是
2018-03,《北京市2012—2020年大气污染治理措施》,CO,9.275987,19.792115,-10.516129,-0.989606,-53.132919,是,是
2018-04,《北京市2012—2020年大气污染治理措施》,CO,7.684698,14.733217,-7.048518,-0.736661,-47.841000,是,是
2018-05,《北京市2012—2020年大气污染治理措施》,CO,8.311126,9.278868,-0.967741,-0.463943,-10.429520,是,是
2018-06,《北京市2012—2020年大气污染治理措施》,CO,9.513761,8.813761,0.700000,-0.440688,7.942130,否,否
2018-07,《北京市2012—2020年大气污染治理措施》,CO,9.618165,9.650423,-0.032258,-0.482521,-0.334266,否,否
2018-08,《北京市2012—2020年大气污染治理措施》,CO,9.815524,9.202621,0.612903,-0.460131,6.660094,否,否
2018-09,《北京市2012—2020年大气污染治理措施》,CO,5.776444,11.143111,-5.366667,-0.557156,-48.161297,是,否
2018-10,《北京市2012—2020年大气污染治理措施》,CO,6.578296,12.255715,-5.677419,-0.612786,-46.324668,是,是
2018-11,《北京市2012—2020年大气污染治理措施》,CO,7.607075,11.873741,-4.266667,-0.593687,-35.933633,是,是
2018-12,《北京市2012—2020年大气污染治理措施》,CO,3.831956,12.369053,-8.537097,-0.618453,-69.019810,是,是
2019-01,《北京市2012—2020年大气污染治理措施》,CO,7.104250,21.394572,-14.290322,-1.069729,-66.794149,是,是
2019-02,《北京市2012—2020年大气污染治理措施》,CO,6.383575,24.605003,-18.221428,-1.230250,-74.055785,是,是
2019-03,《北京市2012—2020年大气污染治理措施》,CO,5.372761,19.792115,-14.419355,-0.989606,-72.854034,是,是
2019-04,《北京市2012—2020年大气污染治理措施》,CO,6.684698,14.733217,-8.048518,-0.736661,-54.628384,是,是
2019-05,《北京市2012—2020年大气污染治理措施》,CO,6.956288,9.278868,-2.322580,-0.463943,-25.030858,是,是
2019-06,《北京市2012—2020年大气污染治理措施》,CO,8.547094,8.813761,-0.266666,-0.440688,-3.025568,否,否
2019-07,《北京市2012—2020年大气污染治理措施》,CO,6.940746,9.650423,-2.709678,-0.482521,-28.078328,是,否
2019-08,《北京市2012—2020年大气污染治理措施》,CO,5.944556,9.202621,-3.258065,-0.460131,-35.403660,是,是
2019-09,《北京市2012—2020年大气污染治理措施》,CO,7.643111,11.143111,-3.500000,-0.557156,-31.409542,是,是
2019-10,《北京市2012—2020年大气污染治理措施》,CO,6.771844,12.255715,-5.483871,-0.612786,-44.745419,是,是
2019-11,《北京市2012—2020年大气污染治理措施》,CO,5.240408,11.873741,-6.633333,-0.593687,-55.865569,是,是
2019-12,《北京市2012—2020年大气污染治理措施》,CO,5.158480,12.369053,-7.210573,-0.618453,-58.295275,是,是
2020-01,《北京市2012—2020年大气污染治理措施》,CO,6.039734,21.394572,-15.354838,-1.069729,-71.769785,是,是
2020-02,《北京市2012—2020年大气污染治理措施》,CO,6.622284,24.605003,-17.982719,-1.230250,-73.085619,是,是
2020-03,《北京市2012—2020年大气污染治理措施》,CO,3.921148,19.792115,-15.870967,-0.989606,-80.188333,是,是
2020-04,《北京市2012—2020年大气污染治理措施》,CO,5.518032,14.733217,-9.215185,-0.736661,-62.546999,是,是
2020-05,《北京市2012—2020年大气污染治理措施》,CO,7.375642,9.278868,-1.903225,-0.463943,-20.511397,是,是
2020-06,《北京市2012—2020年大气污染治理措施》,CO,6.547094,8.813761,-2.266666,-0.440688,-25.717357,是,是
2020-07,《北京市2012—2020年大气污染治理措施》,CO,7.231068,9.650423,-2.419355,-0.482521,-25.069936,是,是
2020-08,《北京市2012—2020年大气污染治理措施》,CO,6.912298,9.202621,-2.290323,-0.460131,-24.887721,是,是
2020-09,《北京市2012—2020年大气污染治理措施》,CO,5.843110,11.143111,-5.300000,-0.557156,-47.563022,是,是
2020-10,《北京市2012—2020年大气污染治理措施》,CO,4.965392,12.255715,-7.290323,-0.612786,-59.485086,是,是
2020-11,《北京市2012—2020年大气污染治理措施》,CO,4.073742,11.873741,-7.800000,-0.593687,-65.691171,是,是
2020-12,《北京市2012—2020年大气污染治理措施》,CO,1.957763,12.369053,-10.411290,-0.618453,-84.172088,是,是
2015-01,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,156.795776,169.247389,-12.451613,-8.462369,-7.357049,是,否
2015-02,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,143.718570,217.575713,-73.857143,-10.878786,-33.945490,是,是
2015-03,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,131.868605,147.933121,-16.064516,-7.396656,-10.859310,是,是
2015-04,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,137.492727,156.426060,-18.933333,-7.821303,-12.103695,是,是
2015-05,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,126.002026,141.098800,-15.096774,-7.054940,-10.699435,是,是
2015-06,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,126.591661,136.958327,-10.366667,-6.847916,-7.569212,是,是
2015-07,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,135.475177,160.862274,-25.387097,-8.043114,-15.781884,是,是
2015-08,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,129.830470,152.314341,-22.483871,-7.615717,-14.761493,是,是
2015-09,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,119.764245,152.397578,-32.633333,-7.619879,-21.413289,是,是
2015-10,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,119.121507,192.927959,-73.806452,-9.646398,-38.255965,是,是
2015-11,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,169.852283,150.252283,19.600000,-7.512614,13.044727,否,否
2015-12,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,203.263244,134.194696,69.068548,-6.709735,51.468911,否,否
2016-01,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,106.781439,169.247389,-62.465950,-8.462369,-36.908073,是,否
2016-02,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,87.893501,217.575713,-129.682212,-10.878786,-59.603257,是,是
2016-03,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,129.320218,147.933121,-18.612903,-7.396656,-12.581971,是,是
2016-04,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,123.059394,156.426060,-33.366666,-7.821303,-21.330631,是,是
2016-05,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,122.743962,141.098800,-18.354839,-7.054940,-13.008501,是,是
2016-06,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,137.524994,136.958327,0.566667,-6.847916,0.413751,否,否
2016-07,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,137.765500,160.862274,-23.096774,-8.043114,-14.358105,是,否
2016-08,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,123.959503,152.314341,-28.354839,-7.615717,-18.616001,是,是
2016-09,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,123.797578,152.397578,-28.600000,-7.619879,-18.766702,是,是
2016-10,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,139.508604,192.927959,-53.419355,-9.646398,-27.688758,是,是
2016-11,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,149.252283,150.252283,-1.000000,-7.512614,-0.665547,否,否
2016-12,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,188.585825,134.194696,54.391129,-6.709735,40.531504,否,否
2017-01,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,172.247389,169.247389,3.000000,-8.462369,1.772553,否,否
2017-02,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,119.289999,217.575713,-98.285714,-10.878786,-45.173109,是,否
2017-03,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,102.287960,147.933121,-45.645161,-7.396656,-30.855268,是,是
2017-04,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,113.059394,156.426060,-43.366666,-7.821303,-27.723428,是,是
2017-05,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,124.679446,141.098800,-16.419355,-7.054940,-11.636778,是,是
2017-06,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,116.091661,136.958327,-20.866667,-6.847916,-15.235778,是,是
2017-07,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,127.410661,160.862274,-33.451613,-8.043114,-20.795188,是,是
2017-08,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,114.927244,152.314341,-37.387097,-7.615717,-24.546012,是,是
2017-09,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,121.202340,152.397578,-31.195238,-7.619879,-20.469642,是,是
2017-10,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,106.218281,192.927959,-86.709678,-9.646398,-44.944070,是,是
2017-11,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,86.252283,150.252283,-64.000000,-7.512614,-42.595027,是,是
2017-12,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,90.618083,134.194696,-43.576613,-6.709735,-32.472679,是,是
2018-01,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,74.795776,169.247389,-94.451613,-8.462369,-55.806836,是,是
2018-02,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,96.361427,217.575713,-121.214286,-10.878786,-55.711313,是,是
2018-03,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,135.255702,147.933121,-12.677419,-7.396656,-8.569696,是,是
2018-04,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,120.059394,156.426060,-36.366667,-7.821303,-23.248471,是,是
2018-05,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,134.872994,141.098800,-6.225806,-7.054940,-4.412374,否,否
2018-06,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,127.158327,136.958327,-9.800000,-6.847916,-7.155461,是,否
2018-07,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,112.700983,160.862274,-48.161290,-8.043114,-29.939456,是,是
2018-08,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,110.153051,152.314341,-42.161290,-7.615717,-27.680447,是,是
2018-09,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,88.930912,152.397578,-63.466667,-7.619879,-41.645456,是,是
2018-10,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,87.153765,192.927959,-105.774194,-9.646398,-54.825747,是,是
2018-11,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,121.218949,150.252283,-29.033333,-7.512614,-19.323056,是,是
2018-12,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,86.782599,134.194696,-47.412097,-6.709735,-35.330828,是,是
2019-01,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,111.247389,169.247389,-58.000000,-8.462369,-34.269362,是,是
2019-02,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,113.004284,217.575713,-104.571428,-10.878786,-48.062087,是,是
2019-03,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,91.062154,147.933121,-56.870967,-7.396656,-38.443701,是,是
2019-04,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,117.959394,156.426060,-38.466667,-7.821303,-24.590958,是,是
2019-05,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,117.679446,141.098800,-23.419355,-7.054940,-16.597841,是,是
2019-06,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,122.524994,136.958327,-14.433333,-6.847916,-10.538485,是,是
2019-07,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,113.765499,160.862274,-47.096774,-8.043114,-29.277700,是,是
2019-08,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,100.153051,152.314341,-52.161290,-7.615717,-34.245817,是,是
2019-09,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,122.430912,152.397578,-29.966667,-7.619879,-19.663479,是,是
2019-10,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,105.702152,192.927959,-87.225807,-9.646398,-45.211595,是,是
2019-11,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,97.585616,150.252283,-52.666667,-7.512614,-35.052157,是,是
2019-12,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,102.632420,134.194696,-31.562276,-6.709735,-23.519764,是,是
2020-01,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,122.440938,169.247389,-46.806451,-8.462369,-27.655642,是,是
2020-02,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,111.859018,217.575713,-105.716695,-10.878786,-48.588463,是,是
2020-03,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,76.223444,147.933121,-71.709677,-7.396656,-48.474389,是,是
2020-04,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,86.259394,156.426060,-70.166666,-7.821303,-44.856123,是,是
2020-05,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,98.260091,141.098800,-42.838710,-7.054940,-30.360789,是,是
2020-06,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,107.124994,136.958327,-29.833333,-6.847916,-21.782782,是,是
2020-07,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,123.120338,160.862274,-37.741936,-8.043114,-23.462267,是,是
2020-08,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,114.636922,152.314341,-37.677419,-7.615717,-24.736620,是,是
2020-09,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,94.297578,152.397578,-58.100000,-7.619879,-38.123965,是,是
2020-10,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,95.218281,192.927959,-97.709678,-9.646398,-50.645680,是,是
2020-11,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,81.418949,150.252283,-68.833333,-7.512614,-45.811839,是,是
2020-12,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM2.5,82.489051,134.194696,-51.705645,-6.709735,-38.530319,是,是
2015-01,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,90.179485,92.669807,-2.490322,-4.633490,-2.687307,否,否
2015-02,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,86.151255,112.872683,-26.721428,-5.643634,-23.673955,是,否
2015-03,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,76.089722,71.541334,4.548388,-3.577067,6.357706,否,否
2015-04,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,66.230451,83.463784,-17.233333,-4.173189,-20.647677,是,否
2015-05,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,64.775712,82.646679,-17.870967,-4.132334,-21.623334,是,是
2015-06,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,68.821845,78.121845,-9.300000,-3.906092,-11.904480,是,是
2015-07,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,72.797444,91.829702,-19.032258,-4.591485,-20.725601,是,是
2015-08,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,67.838319,89.289932,-21.451613,-4.464497,-24.024672,是,是
2015-09,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,61.544803,81.878136,-20.333333,-4.093907,-24.833654,是,是
2015-10,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,71.341097,110.244322,-38.903226,-5.512216,-35.288190,是,是
2015-11,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,97.756602,91.354379,6.402222,-4.567719,7.008118,否,否
2015-12,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,112.837704,74.390123,38.447581,-3.719506,51.683717,否,否
2016-01,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,48.835130,92.669807,-43.834677,-4.633490,-47.302005,是,否
2016-02,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,48.865920,112.872683,-64.006764,-5.643634,-56.707045,是,是
2016-03,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,62.509077,71.541334,-9.032257,-3.577067,-12.625229,是,是
2016-04,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,57.263785,83.463784,-26.200000,-4.173189,-31.390860,是,是
2016-05,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,55.711196,82.646679,-26.935483,-4.132334,-32.591126,是,是
2016-06,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,62.435179,78.121845,-15.686666,-3.906092,-20.079744,是,是
2016-07,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,66.872713,91.829702,-24.956989,-4.591485,-27.177469,是,是
2016-08,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,65.370577,89.289932,-23.919355,-4.464497,-26.788412,是,是
2016-09,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,70.911470,81.878136,-10.966667,-4.093907,-13.393889,是,是
2016-10,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,74.502387,110.244322,-35.741935,-5.512216,-32.420659,是,是
2016-11,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,87.387713,91.354379,-3.966666,-4.567719,-4.342065,否,否
2016-12,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,123.240930,74.390123,48.850806,-3.719506,65.668404,否,否
2017-01,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,103.969808,92.669807,11.300000,-4.633490,12.193832,否,否
2017-02,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,67.694112,112.872683,-45.178571,-5.643634,-40.026134,是,否
2017-03,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,46.457464,71.541334,-25.083870,-3.577067,-35.062067,是,是
2017-04,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,66.463785,83.463784,-16.999999,-4.173189,-20.368115,是,是
2017-05,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,100.969260,82.646679,18.322581,-4.132334,22.169773,否,否
2017-06,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,67.821845,78.121845,-10.300000,-3.906092,-13.184532,是,否
2017-07,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,69.668412,91.829702,-22.161290,-4.591485,-24.133031,是,是
2017-08,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,67.709286,89.289932,-21.580645,-4.464497,-24.169181,是,是
2017-09,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,78.744803,81.878136,-3.133333,-4.093907,-3.826825,否,否
2017-10,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,49.970129,110.244322,-60.274193,-5.512216,-54.673286,是,否
2017-11,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,46.521046,91.354379,-44.833333,-4.567719,-49.076282,是,是
2017-12,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,45.918349,74.390123,-28.471774,-3.719506,-38.273595,是,是
2018-01,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,50.314969,92.669807,-42.354838,-4.633490,-45.705111,是,是
2018-02,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,62.408398,112.872683,-50.464285,-5.643634,-44.709033,是,是
2018-03,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,83.315529,71.541334,11.774194,-3.577067,16.457890,否,否
2018-04,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,73.497118,83.463784,-9.966666,-4.173189,-11.941306,是,否
2018-05,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,74.259583,82.646679,-8.387096,-4.132334,-10.148135,是,是
2018-06,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,66.355179,78.121845,-11.766666,-3.906092,-15.061941,是,是
2018-07,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,68.958734,91.829702,-22.870968,-4.591485,-24.905850,是,是
2018-08,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,64.644770,89.289932,-24.645161,-4.464497,-27.601277,是,是
2018-09,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,51.944803,81.878136,-29.933333,-4.093907,-36.558396,是,是
2018-10,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,50.341097,110.244322,-59.903226,-5.512216,-54.336790,是,是
2018-11,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,67.351046,91.354379,-24.003333,-4.567719,-26.274967,是,是
2018-12,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,53.205446,74.390123,-21.184677,-3.719506,-28.477809,是,是
2019-01,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,68.798840,92.669807,-23.870967,-4.633490,-25.759163,是,是
2019-02,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,62.658398,112.872683,-50.214285,-5.643634,-44.487545,是,是
2019-03,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,39.057464,71.541334,-32.483870,-3.577067,-45.405737,是,是
2019-04,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,58.730451,83.463784,-24.733333,-4.173189,-29.633611,是,是
2019-05,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,59.453131,82.646679,-23.193548,-4.132334,-28.063497,是,是
2019-06,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,63.955179,78.121845,-14.166666,-3.906092,-18.134065,是,是
2019-07,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,64.281315,91.829702,-27.548387,-4.591485,-29.999430,是,是
2019-08,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,57.806061,89.289932,-31.483871,-4.464497,-35.260270,是,是
2019-09,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,66.111470,81.878136,-15.766667,-4.093907,-19.256260,是,是
2019-10,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,56.731419,110.244322,-53.512903,-5.512216,-48.540280,是,是
2019-11,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,54.321046,91.354379,-37.033333,-4.567719,-40.538104,是,是
2019-12,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,46.599353,74.390123,-27.790771,-3.719506,-37.358146,是,是
2020-01,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,48.777335,92.669807,-43.892473,-4.633490,-47.364372,是,是
2020-02,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,31.000402,112.872683,-81.872281,-5.643634,-72.535071,是,是
2020-03,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,25.692948,71.541334,-45.848387,-3.577067,-64.086569,是,是
2020-04,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,45.463785,83.463784,-38.000000,-4.173189,-45.528728,是,是
2020-05,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,46.614421,82.646679,-36.032258,-4.132334,-43.597950,是,是
2020-06,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,65.221845,78.121845,-12.900000,-3.906092,-16.512666,是,是
2020-07,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,58.903895,91.829702,-32.925807,-4.591485,-35.855291,是,是
2020-08,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,60.935093,89.289932,-28.354839,-4.464497,-31.755919,是,是
2020-09,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,47.278136,81.878136,-34.600000,-4.093907,-42.257923,是,是
2020-10,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,56.986258,110.244322,-53.258064,-5.512216,-48.309122,是,是
2020-11,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,45.844380,91.354379,-45.510000,-4.567719,-49.816987,是,是
2020-12,《北京市工业大气污染治理行动计划（2012-2020 年）》,PM10,42.950607,74.390123,-31.439516,-3.719506,-42.263024,是,是
2015-01,《北京市工业大气污染治理行动计划（2012-2020 年）》,O3,42.254097,38.899259,3.354838,-1.944963,8.624427,否,否
2015-02,《北京市工业大气污染治理行动计划（2012-2020 年）》,O3,42.186596,35.508025,6.678571,-1.775401,18.808624,否,否
2015-03,《北京市工业大气污染治理行动计划（2012-2020 年）》,O3,42.943173,44.749625,-1.806452,-2.237481,-4.036798,否,否
2015-04,《北京市工业大气污染治理行动计划（2012-2020 年）》,O3,48.333956,54.267289,-5.933334,-2.713364,-10.933536,是,否
2015-05,《北京市工业大气污染治理行动计划（2012-2020 年）》,O3,48.266389,50.911551,-2.645162,-2.545578,-5.195602,是,是
2015-06,《北京市工业大气污染治理行动计划（2012-2020 年）》,O3,28.341955,45.908622,-17.566667,-2.295431,-38.264418,是,是
2015-07,《北京市工业大气污染治理行动计划（2012-2020 年）》,O3,56.873265,51.002297,5.870968,-2.550115,11.511183,否,否
2015-08,《北京市工业大气污染治理行动计划（2012-2020 年）》,O3,57.640508,61.511476,-3.870968,-3.075574,-6.293082,是,否
2015-09,《北京市工业大气污染治理行动计划（2012-2020 年）》,O3,43.218481,39.151814,4.066667,-1.957591,10.386918,否,否
2015-10,《北京市工业大气污染治理行动计划（2012-2020 年）》,O3,50.429417,41.913288,8.516129,-2.095664,20.318447,否,否
